Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0422_06.csv,0422_06_mesh_10.ply,21.354,65.971,7.951,4.311,2.598,0.001
0422_06.csv,0422_06_mesh_3.ply,4.411,45.229,7.611,1.468,3.022,0.001
0422_06.csv,0422_06_mesh_4.ply,1.941,63.771,10.706,1.068,3.21,0.001
0423_01.csv,0423_01_mesh_13.ply,7.661,47.07,15.231,4.582,1.488,0.001
0423_01.csv,0423_01_mesh_15.ply,10.223,37.521,8.119,2.641,1.568,0.001
0423_01.csv,0423_01_mesh_16.ply,17.077,50.216,8.977,2.953,1.847,0.001
0423_01.csv,0423_01_mesh_19.ply,15.313,47.179,9.529,2.548,1.685,0.001
0423_01.csv,0423_01_mesh_2.ply,22.307,86.257,17.555,7.614,2.06,0.001
0423_01.csv,0423_01_mesh_8.ply,13.506,47.122,6.757,5.061,1.472,0.001
0423_01.csv,0423_01_mesh_3.ply,11.593,45.149,6.756,4.064,2.065,0.001
0423_01.csv,0423_01_mesh_7.ply,4.918,42.532,7.772,3.876,1.144,0.001
0423_01.csv,0423_01_mesh_9.ply,13.878,35.333,4.62,3.268,2.89,0.001
0423_19.csv,0423_19_mesh_3.ply,9.378,42.187,5.423,3.946,2.434,0.001
0423_19.csv,0423_19_mesh_6.ply,8.039,44.428,11.119,2.526,1.123,0.001
0423_22.csv,0423_22_mesh_3.ply,15.553,62.543,15.491,2.516,1.936,0.001
0424_10.csv,0424_10_mesh_6.ply,26.966,80.619,16.774,3.195,2.563,0.001
0424_10.csv,0424_10_mesh_8.ply,19.674,59.241,11.687,3.378,2.523,0.001
0422_05.csv,0422_05_mesh_16.ply,11.992,56.916,14.909,3.879,1.473,0.002
0422_06.csv,0422_06_mesh_6.ply,30.162,108.053,15.134,3.549,2.352,0.002
0422_06.csv,0422_06_mesh_9.ply,3.291,54.438,4.906,4.728,2.778,0.002
0423_08.csv,0423_08_mesh_11.ply,16.49,100.527,12.719,5.003,2.248,0.002
0423_18.csv,0423_18_mesh_2.ply,6.183,85.97,15.228,3.602,1.367,0.002
0423_18.csv,0423_18_mesh_32.ply,13.026,86.813,9.367,5.03,1.988,0.002
0423_19.csv,0423_19_mesh_1.ply,6.974,83.933,8.69,8.457,1.344,0.002
0423_19.csv,0423_19_mesh_4.ply,17.256,57.091,10.282,2.993,2.406,0.002
0423_19.csv,0423_19_mesh_5.ply,34.197,147.431,11.742,9.439,2.611,0.002
0424_10.csv,0424_10_mesh_14.ply,10.038,78.119,9.624,6.082,1.918,0.002
0424_10.csv,0424_10_mesh_19.ply,15.61,84.152,9.21,6.447,1.338,0.002
0422_05.csv,0422_05_mesh_19.ply,15.444,50.022,10.231,3.341,1.683,0.003
0422_05.csv,0422_05_mesh_28.ply,13.381,49.849,10.803,2.956,1.862,0.003
0422_05.csv,0422_05_mesh_7.ply,16.015,69.46,14.24,2.569,2.024,0.003
0422_06.csv,0422_06_mesh_2.ply,7.665,46.661,5.726,4.955,1.437,0.003
0422_06.csv,0422_06_mesh_7.ply,23.497,76.811,8.992,3.821,3.134,0.003
0422_06.csv,0422_06_mesh_8.ply,1.215,52.611,12.738,2.354,1.864,0.003
0423_01.csv,0423_01_mesh_17.ply,13.405,53.55,10.087,2.944,1.665,0.003
0423_01.csv,0423_01_mesh_6.ply,24.419,161.414,14.968,6.323,2.395,0.003
0423_27.csv,0423_27_mesh_19.ply,21.573,140.464,27.367,8.029,2.297,0.003
0424_10.csv,0424_10_mesh_11.ply,20.311,65.686,11.401,4.503,2.156,0.003
0422_05.csv,0422_05_mesh_11.ply,5.955,78.146,9.243,6.721,1.648,0.004
0422_05.csv,0422_05_mesh_2.ply,11.394,113.875,22.902,4.041,4.101,0.004
0422_05.csv,0422_05_mesh_23.ply,17.462,52.99,9.742,4.747,1.973,0.004
0422_05.csv,0422_05_mesh_31.ply,12.438,63.756,8.992,4.513,1.624,0.004
0422_05.csv,0422_05_mesh_9.ply,19.143,59.392,12.304,3.665,1.911,0.004
0423_08.csv,0423_08_mesh_5.ply,15.364,108.637,14.33,4.867,2.441,0.004
0423_11.csv,0423_11_mesh_11.ply,14.534,71.338,9.376,4.705,2.136,0.004
0423_11.csv,0423_11_mesh_14.ply,12.562,49.68,11.084,4.789,2.018,0.004
0423_11.csv,0423_11_mesh_2.ply,12.322,67.167,6.848,7.48,1.744,0.004
0423_11.csv,0423_11_mesh_8.ply,43.725,89.949,12.849,5.105,3.452,0.004
0423_14.csv,0423_14_mesh_28.ply,24.44,83.202,16.798,4.078,2.377,0.004
0423_14.csv,0423_14_mesh_4.ply,27.183,100.787,19.426,7.171,2.294,0.004
0423_18.csv,0423_18_mesh_10.ply,13.643,75.135,9.17,6.255,3.718,0.004
0424_10.csv,0424_10_mesh_2.ply,30.19,93.507,11.786,5.304,2.748,0.004
0424_10.csv,0424_10_mesh_24.ply,13.325,99.53,12.845,6.104,2.227,0.004
0424_10.csv,0424_10_mesh_3.ply,16.198,83.569,14.58,4.28,1.549,0.004
0424_10.csv,0424_10_mesh_7.ply,23.181,75.754,15.038,4.702,2.938,0.004
0422_05.csv,0422_05_mesh_6.ply,15.062,74.983,8.234,6.571,2.277,0.005
0422_06.csv,0422_06_mesh_1.ply,4.503,57.547,10.439,1.854,2.918,0.005
0423_01.csv,0423_01_mesh_11.ply,10.792,101.239,8.326,7.631,2.498,0.005
0423_01.csv,0423_01_mesh_12.ply,3.424,39.354,5.757,3.519,2.221,0.005
0423_01.csv,0423_01_mesh_21.ply,10.372,41.97,9.553,3.447,1.684,0.005
0423_08.csv,0423_08_mesh_4.ply,19.185,70.645,9.107,5.625,3.011,0.005
0423_11.csv,0423_11_mesh_18.ply,32.773,92.222,17.352,2.843,2.638,0.005
0423_11.csv,0423_11_mesh_23.ply,7.888,61.818,5.933,6.149,2.061,0.005
0423_17.csv,0423_17_mesh_20.ply,18.484,106.585,11.037,5.543,2.409,0.005
0423_18.csv,0423_18_mesh_22.ply,27.032,81.368,10.543,5.152,2.806,0.005
0423_18.csv,0423_18_mesh_29.ply,8.597,79.531,8.961,5.524,2.305,0.005
0423_18.csv,0423_18_mesh_36.ply,16.634,96.535,11.384,5.142,2.495,0.005
0423_18.csv,0423_18_mesh_9.ply,23.474,63.325,8.351,4.065,3.665,0.005
0423_19.csv,0423_19_mesh_2.ply,13.198,92.368,14.437,4.287,1.791,0.005
0423_22.csv,0423_22_mesh_6.ply,27.748,97.898,22.811,4.704,2.417,0.005
0423_27.csv,0423_27_mesh_12.ply,23.487,48.078,5.898,4.232,2.491,0.005
0423_27.csv,0423_27_mesh_18.ply,5.18,63.335,10.93,3.465,1.711,0.005
0423_27.csv,0423_27_mesh_3.ply,0.187,145.181,27.155,6.078,1.796,0.005
0424_03.csv,0424_03_mesh_10.ply,35.318,105.747,15.946,3.926,2.559,0.005
0424_04.csv,0424_04_mesh_10.ply,24.15,94.793,15.924,4.306,2.008,0.005
0424_04.csv,0424_04_mesh_5.ply,29.891,91.625,11.348,5.642,2.597,0.005
0422_05.csv,0422_05_mesh_27.ply,21.708,79.49,15.411,3.22,1.974,0.006
0422_05.csv,0422_05_mesh_1.ply,17.038,72.423,15.313,3.434,2.954,0.006
0422_05.csv,0422_05_mesh_24.ply,28.553,90.22,14.194,3.454,2.458,0.006
0422_05.csv,0422_05_mesh_25.ply,2.82,73.045,8.906,5.393,2.53,0.006
0422_05.csv,0422_05_mesh_29.ply,25.984,69.989,12.407,4.935,2.525,0.006
0422_11.csv,0422_11_mesh_10.ply,14.889,98.782,21.468,5.493,2.116,0.006
0423_01.csv,0423_01_mesh_14.ply,9.957,43.853,6.297,3.629,2.3,0.006
0423_01.csv,0423_01_mesh_20.ply,4.691,39.097,11.025,2.077,1.968,0.006
0423_08.csv,0423_08_mesh_13.ply,29.117,72.042,13.286,4.132,2.476,0.006
0423_08.csv,0423_08_mesh_8.ply,24.499,70.328,13.298,2.519,2.146,0.006
0423_11.csv,0423_11_mesh_25.ply,20.815,74.067,13.442,10.247,2.986,0.006
0423_11.csv,0423_11_mesh_26.ply,24.462,96.864,10.615,6.761,1.745,0.006
0423_17.csv,0423_17_mesh_12.ply,43.116,130.478,27.926,4.896,2.382,0.006
0423_19.csv,0423_19_mesh_8.ply,33.657,87.956,10.169,5.007,2.838,0.006
0423_22.csv,0423_22_mesh_8.ply,30.044,102.766,24.059,5.343,2.266,0.006
0423_26.csv,0423_26_mesh_7.ply,10.485,107.09,8.119,8.064,2.248,0.006
0423_27.csv,0423_27_mesh_16.ply,23.501,66.199,12.198,5.192,2.357,0.006
0423_27.csv,0423_27_mesh_17.ply,27.029,84.346,17.437,4.976,2.649,0.006
0423_27.csv,0423_27_mesh_6.ply,19.782,58.019,11.603,3.447,2.348,0.006
0424_04.csv,0424_04_mesh_20.ply,24.088,51.043,5.839,3.168,2.581,0.006
0424_09.csv,0424_09_mesh_2.ply,37.94,224.284,22.288,9.683,3.981,0.006
0424_10.csv,0424_10_mesh_13.ply,24.408,65.564,10.303,3.533,2.64,0.006
0424_10.csv,0424_10_mesh_21.ply,29.18,88.885,17.99,3.779,2.172,0.006
0424_10.csv,0424_10_mesh_28.ply,27.016,61.56,10.004,3.621,2.815,0.006
0422_05.csv,0422_05_mesh_13.ply,12.34,70.426,13.904,4.863,2.555,0.007
0422_05.csv,0422_05_mesh_3.ply,37.687,127.562,29.123,6.002,2.285,0.007
0423_01.csv,0423_01_mesh_10.ply,15.458,74.762,12.033,4.428,2.285,0.007
0423_01.csv,0423_01_mesh_18.ply,18.62,62.603,12.912,3.888,1.636,0.007
0423_01.csv,0423_01_mesh_5.ply,11.582,48.386,13.453,3.014,2.019,0.007
0423_08.csv,0423_08_mesh_16.ply,32.479,97.616,18.288,4.142,2.775,0.007
0423_08.csv,0423_08_mesh_22.ply,28.576,107.926,15.854,4.64,2.134,0.007
0423_11.csv,0423_11_mesh_3.ply,16.399,75.464,8.445,12.524,1.976,0.007
0423_11.csv,0423_11_mesh_7.ply,4.022,88.454,11.187,7.54,0.693,0.007
0423_14.csv,0423_14_mesh_16.ply,7.655,115.353,14.286,5.092,1.982,0.007
0423_14.csv,0423_14_mesh_26.ply,28.191,78.743,15.667,3.778,3.23,0.007
0423_17.csv,0423_17_mesh_19.ply,68.065,132.871,9.947,7.125,3.713,0.007
0423_18.csv,0423_18_mesh_12.ply,27.575,69.629,12.301,4.48,2.819,0.007
0423_18.csv,0423_18_mesh_4.ply,27.583,100.522,10.006,6.354,2.929,0.007
0424_04.csv,0424_04_mesh_18.ply,21.397,74.587,16.526,3.315,2.411,0.007
0424_04.csv,0424_04_mesh_21.ply,21.452,57.578,10.368,4.008,2.477,0.007
0424_04.csv,0424_04_mesh_27.ply,26.776,106.295,13.692,6.771,2.446,0.007
0424_10.csv,0424_10_mesh_10.ply,34.49,84.354,14.716,3.191,3.194,0.007
0424_10.csv,0424_10_mesh_5.ply,19.878,81.971,9.604,4.472,2.895,0.007
0422_05.csv,0422_05_mesh_20.ply,32.049,75.468,10.616,4.695,2.593,0.008
0422_05.csv,0422_05_mesh_14.ply,31.679,92.321,18.737,4.196,2.135,0.008
0422_05.csv,0422_05_mesh_22.ply,27.906,76.624,14.114,4.138,2.334,0.008
0422_10.csv,0422_10_mesh_21.ply,19.099,102.542,17.55,9.543,2.122,0.008
0422_12.csv,0422_12_mesh_13.ply,11.579,45.62,13.529,2.489,2.128,0.008
0422_12.csv,0422_12_mesh_8.ply,51.322,49.607,14.888,5.538,2.024,0.008
0423_08.csv,0423_08_mesh_14.ply,2.365,98.232,20.755,3.34,2.569,0.008
0423_08.csv,0423_08_mesh_19.ply,17.931,108.564,12.442,5.803,3.573,0.008
0423_10.csv,0423_10_mesh_15.ply,62.354,139.862,13.576,6.285,2.259,0.008
0423_11.csv,0423_11_mesh_6.ply,12.727,85.916,8.875,8.305,1.782,0.008
0423_14.csv,0423_14_mesh_22.ply,33.893,78.656,14.775,2.919,3.097,0.008
0423_14.csv,0423_14_mesh_3.ply,39.116,99.898,15.05,3.714,3.032,0.008
0423_18.csv,0423_18_mesh_25.ply,26.123,112.434,8.912,6.382,2.272,0.008
0423_18.csv,0423_18_mesh_30.ply,38.842,89.132,11.838,3.725,2.94,0.008
0423_18.csv,0423_18_mesh_34.ply,45.855,88.079,11.262,4.145,3.121,0.008
0423_22.csv,0423_22_mesh_15.ply,39.077,71.796,7.755,3.535,3.027,0.008
0423_22.csv,0423_22_mesh_7.ply,38.617,97.991,13.984,8.648,2.427,0.008
0423_22.csv,0423_22_mesh_9.ply,32.339,73.657,10.825,3.192,2.431,0.008
0423_27.csv,0423_27_mesh_13.ply,33.013,83.087,12.628,6.226,4.321,0.008
0423_27.csv,0423_27_mesh_2.ply,12.992,85.578,9.877,6.742,2.579,0.008
0424_04.csv,0424_04_mesh_22.ply,29.313,81.525,14.599,2.772,2.829,0.008
0424_04.csv,0424_04_mesh_23.ply,33.324,64.67,7.727,3.174,2.931,0.008
0424_04.csv,0424_04_mesh_3.ply,29.654,93.527,12.368,4.402,3.182,0.008
0424_04.csv,0424_04_mesh_4.ply,27.288,85.212,11.886,7.706,2.551,0.008
0424_09.csv,0424_09_mesh_32.ply,35.55,131.194,12.617,8.197,3.024,0.008
0424_10.csv,0424_10_mesh_12.ply,43.214,121.832,19.836,5.016,3.28,0.008
0424_10.csv,0424_10_mesh_4.ply,19.553,98.47,20.308,4.656,2.645,0.008
0422_05.csv,0422_05_mesh_12.ply,35.679,96.873,18.862,5.291,2.203,0.009
0422_11.csv,0422_11_mesh_11.ply,31.915,80.83,13.203,3.816,2.237,0.009
0422_12.csv,0422_12_mesh_3.ply,28.98,59.196,11.678,5.091,2.475,0.009
0423_08.csv,0423_08_mesh_10.ply,42.713,108.897,15.033,5.134,2.875,0.009
0423_11.csv,0423_11_mesh_21.ply,38.133,64.629,4.827,4.977,4.15,0.009
0423_17.csv,0423_17_mesh_17.ply,43.537,112.529,18.308,4.951,2.944,0.009
0423_18.csv,0423_18_mesh_1.ply,44.028,129.532,25.458,8.197,4.008,0.009
0423_18.csv,0423_18_mesh_3.ply,29.142,118.668,12.685,5.976,3.138,0.009
0423_18.csv,0423_18_mesh_8.ply,32.534,91.74,18.406,4.205,2.919,0.009
0423_22.csv,0423_22_mesh_13.ply,88.113,155.299,16.806,4.589,4.488,0.009
0423_27.csv,0423_27_mesh_20.ply,38.13,71.533,7.537,3.65,2.932,0.009
0423_27.csv,0423_27_mesh_4.ply,41.659,112.654,17.085,5.355,2.893,0.009
0423_27.csv,0423_27_mesh_5.ply,39.772,125.424,23.313,5.567,5.064,0.009
0424_03.csv,0424_03_mesh_14.ply,26.45,127.126,15.947,6.358,2.261,0.009
0424_03.csv,0424_03_mesh_17.ply,35.518,127.578,16.705,4.558,2.305,0.009
0424_04.csv,0424_04_mesh_1.ply,18.473,179.665,19.402,7.164,2.622,0.009
0424_04.csv,0424_04_mesh_11.ply,31.945,94.54,11.773,5.804,3.236,0.009
0424_04.csv,0424_04_mesh_13.ply,29.976,62.178,5.323,5.89,3.988,0.009
0424_04.csv,0424_04_mesh_17.ply,40.924,128.254,26.144,5.633,2.525,0.009
0424_04.csv,0424_04_mesh_26.ply,33.643,91.628,12.588,7.579,1.995,0.009
0424_04.csv,0424_04_mesh_9.ply,33.128,116.473,18.896,5.535,2.747,0.009
0424_10.csv,0424_10_mesh_16.ply,23.729,60.556,10.968,4.682,2.36,0.009
0424_10.csv,0424_10_mesh_18.ply,18.867,127.587,8.377,9.005,3.724,0.009
0424_10.csv,0424_10_mesh_36.ply,37.613,103.991,17.543,4.558,2.353,0.009
0422_04.csv,0422_04_mesh_15.ply,34.646,118.296,22.281,7.577,3.18,0.01
0422_05.csv,0422_05_mesh_17.ply,31.768,100.159,18.972,5.09,2.662,0.01
0422_05.csv,0422_05_mesh_26.ply,41.283,79.603,10.209,3.596,2.715,0.01
0422_12.csv,0422_12_mesh_22.ply,72.742,82.446,17.371,5.146,2.988,0.01
0423_08.csv,0423_08_mesh_9.ply,31.599,118.68,24.342,6.053,2.23,0.01
0423_11.csv,0423_11_mesh_17.ply,46.0,108.505,13.833,9.822,3.032,0.01
0423_11.csv,0423_11_mesh_19.ply,35.941,75.477,10.789,4.553,3.3,0.01
0423_14.csv,0423_14_mesh_15.ply,38.239,107.048,10.035,5.341,3.758,0.01
0423_14.csv,0423_14_mesh_18.ply,39.629,130.006,13.627,8.903,2.72,0.01
0423_14.csv,0423_14_mesh_20.ply,38.952,100.0,14.113,3.775,3.646,0.01
0423_14.csv,0423_14_mesh_27.ply,55.37,144.292,27.844,4.392,2.974,0.01
0423_14.csv,0423_14_mesh_7.ply,44.526,151.352,28.764,8.135,3.599,0.01
0423_18.csv,0423_18_mesh_18.ply,45.705,90.684,9.724,4.897,3.585,0.01
0423_18.csv,0423_18_mesh_23.ply,52.867,141.838,16.589,8.858,3.008,0.01
0423_18.csv,0423_18_mesh_27.ply,37.112,92.219,16.438,4.917,3.157,0.01
0423_18.csv,0423_18_mesh_6.ply,45.88,131.051,17.293,6.412,4.051,0.01
0423_22.csv,0423_22_mesh_2.ply,51.351,131.643,17.072,5.801,3.354,0.01
0423_26.csv,0423_26_mesh_10.ply,40.419,108.947,19.506,5.597,2.566,0.01
0423_26.csv,0423_26_mesh_4.ply,42.667,99.048,11.447,5.625,3.133,0.01
0423_26.csv,0423_26_mesh_5.ply,27.515,95.475,10.275,5.564,2.401,0.01
0423_27.csv,0423_27_mesh_11.ply,33.196,138.447,20.433,6.064,3.232,0.01
0424_03.csv,0424_03_mesh_2.ply,40.638,132.359,21.339,7.77,3.137,0.01
0424_04.csv,0424_04_mesh_24.ply,33.052,133.758,27.481,3.553,2.806,0.01
0424_10.csv,0424_10_mesh_15.ply,23.269,116.552,11.402,4.97,3.487,0.01
0424_10.csv,0424_10_mesh_17.ply,29.851,157.976,7.681,10.882,3.825,0.01
0424_10.csv,0424_10_mesh_23.ply,34.931,194.991,26.903,9.1,2.702,0.01
0423_08.csv,0423_08_mesh_2.ply,31.117,132.659,20.782,4.793,2.883,0.011
0422_04.csv,0422_04_mesh_7.ply,65.492,115.825,10.612,4.089,3.857,0.011
0422_11.csv,0422_11_mesh_12.ply,51.627,89.106,8.392,4.421,3.781,0.011
0422_12.csv,0422_12_mesh_21.ply,97.057,48.561,7.001,6.408,2.395,0.011
0422_12.csv,0422_12_mesh_23.ply,85.348,79.556,12.701,10.662,6.303,0.011
0423_07.csv,0423_07_mesh_19.ply,12.999,125.215,14.932,6.095,1.934,0.011
0423_11.csv,0423_11_mesh_15.ply,46.84,91.535,13.216,3.513,3.864,0.011
0423_14.csv,0423_14_mesh_13.ply,27.796,108.717,10.324,6.162,3.162,0.011
0423_17.csv,0423_17_mesh_5.ply,44.016,129.009,15.322,3.687,2.606,0.011
0423_27.csv,0423_27_mesh_7.ply,30.602,82.294,16.105,3.042,2.833,0.011
0424_03.csv,0424_03_mesh_5.ply,38.915,143.18,17.197,6.495,3.407,0.011
0424_04.csv,0424_04_mesh_19.ply,44.469,122.997,9.761,9.29,2.715,0.011
0424_10.csv,0424_10_mesh_25.ply,36.692,111.716,23.515,6.821,4.585,0.011
0424_10.csv,0424_10_mesh_35.ply,44.433,100.585,10.266,5.07,2.991,0.011
0424_10.csv,0424_10_mesh_9.ply,30.046,81.056,10.503,4.267,3.081,0.011
0423_18.csv,0423_18_mesh_33.ply,15.829,110.076,7.171,7.769,2.833,0.012
0422_05.csv,0422_05_mesh_5.ply,20.147,61.042,9.88,3.556,2.854,0.012
0422_12.csv,0422_12_mesh_10.ply,11.959,54.86,10.225,6.744,2.52,0.012
0423_08.csv,0423_08_mesh_12.ply,42.513,119.637,15.964,5.555,3.301,0.012
0423_08.csv,0423_08_mesh_18.ply,29.335,121.262,22.599,5.825,2.81,0.012
0423_08.csv,0423_08_mesh_25.ply,48.159,118.767,17.693,7.488,3.843,0.012
0423_17.csv,0423_17_mesh_11.ply,18.827,122.246,12.884,5.829,1.726,0.012
0423_18.csv,0423_18_mesh_15.ply,21.728,108.475,9.154,6.259,2.593,0.012
0423_18.csv,0423_18_mesh_19.ply,66.378,140.805,17.985,5.687,2.873,0.012
0423_18.csv,0423_18_mesh_5.ply,53.62,130.16,12.099,8.08,3.083,0.012
0423_22.csv,0423_22_mesh_11.ply,57.626,128.607,16.227,7.566,3.236,0.012
0423_22.csv,0423_22_mesh_14.ply,52.133,139.447,17.604,8.406,4.132,0.012
0423_22.csv,0423_22_mesh_5.ply,59.769,160.852,26.066,5.575,3.698,0.012
0423_26.csv,0423_26_mesh_21.ply,49.117,99.051,13.121,6.636,2.622,0.012
0424_04.csv,0424_04_mesh_12.ply,48.66,109.216,9.878,6.144,2.331,0.012
0424_04.csv,0424_04_mesh_2.ply,36.727,84.748,6.91,4.521,3.538,0.012
0424_10.csv,0424_10_mesh_34.ply,43.56,191.466,23.966,6.225,4.896,0.012
0424_10.csv,0424_10_mesh_37.ply,42.788,133.06,18.898,6.64,4.924,0.012
