Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0422_12.csv,0422_12_mesh_6.ply,29.523,45.775,8.053,4.299,3.74,0.013
0423_11.csv,0423_11_mesh_12.ply,45.048,111.493,14.849,4.252,3.343,0.013
0423_13.csv,0423_13_mesh_4.ply,56.238,166.672,34.367,4.017,3.691,0.013
0423_13.csv,0423_13_mesh_9.ply,54.237,155.231,29.363,5.607,2.282,0.013
0423_17.csv,0423_17_mesh_31.ply,56.191,117.764,13.679,3.562,3.312,0.013
0423_17.csv,0423_17_mesh_8.ply,62.833,129.786,13.196,3.635,3.578,0.013
0423_18.csv,0423_18_mesh_16.ply,66.019,187.428,17.325,9.988,2.992,0.013
0423_18.csv,0423_18_mesh_24.ply,58.493,111.229,14.623,5.13,3.922,0.013
0423_18.csv,0423_18_mesh_35.ply,22.502,108.375,10.207,5.66,2.363,0.013
0423_22.csv,0423_22_mesh_1.ply,60.334,168.874,26.389,7.516,3.434,0.013
0423_26.csv,0423_26_mesh_18.ply,52.982,118.95,15.444,4.884,3.694,0.013
0423_27.csv,0423_27_mesh_1.ply,45.292,131.48,12.921,7.739,3.954,0.013
0423_27.csv,0423_27_mesh_14.ply,8.553,113.364,23.157,3.292,2.162,0.013
0424_03.csv,0424_03_mesh_8.ply,50.308,99.46,12.426,3.669,3.76,0.013
0424_04.csv,0424_04_mesh_7.ply,48.921,129.16,14.304,9.395,3.637,0.013
0424_09.csv,0424_09_mesh_14.ply,42.016,197.473,23.445,14.161,4.742,0.013
0424_10.csv,0424_10_mesh_31.ply,65.995,167.143,21.57,7.742,3.145,0.013
0424_10.csv,0424_10_mesh_33.ply,62.089,149.605,24.434,4.872,3.737,0.013
0422_04.csv,0422_04_mesh_18.ply,42.884,93.883,12.599,5.249,3.291,0.014
0422_04.csv,0422_04_mesh_21.ply,1159.257,769.369,14.76,14.961,13.536,0.014
0422_04.csv,0422_04_mesh_23.ply,48.319,106.975,14.528,4.119,3.345,0.014
0422_04.csv,0422_04_mesh_8.ply,70.508,143.016,17.846,3.431,3.222,0.014
0422_05.csv,0422_05_mesh_15.ply,54.179,122.064,16.939,3.27,2.764,0.014
0422_05.csv,0422_05_mesh_4.ply,50.594,131.876,23.032,4.511,3.192,0.014
0422_11.csv,0422_11_mesh_20.ply,55.468,273.45,63.033,11.823,8.456,0.014
0422_12.csv,0422_12_mesh_16.ply,72.412,70.474,19.806,7.372,2.828,0.014
0422_12.csv,0422_12_mesh_17.ply,17.439,56.835,12.164,6.12,2.435,0.014
0423_06.csv,0423_06_mesh_16.ply,56.704,141.688,15.726,4.713,3.128,0.014
0423_11.csv,0423_11_mesh_5.ply,56.53,143.096,24.045,9.294,3.128,0.014
0423_11.csv,0423_11_mesh_9.ply,64.022,201.04,37.545,4.935,3.164,0.014
0423_17.csv,0423_17_mesh_2.ply,65.678,206.099,34.916,6.235,3.069,0.014
0423_21.csv,0423_21_mesh_16.ply,21.346,223.938,18.643,8.975,2.21,0.014
0423_21.csv,0423_21_mesh_18.ply,51.523,94.294,9.366,5.326,3.234,0.014
0424_04.csv,0424_04_mesh_14.ply,55.427,143.361,17.731,5.776,3.457,0.014
0424_04.csv,0424_04_mesh_15.ply,39.542,74.008,6.255,4.599,3.171,0.014
0424_09.csv,0424_09_mesh_11.ply,72.623,152.944,15.08,6.367,3.117,0.014
0424_09.csv,0424_09_mesh_25.ply,70.545,203.833,18.749,6.383,3.448,0.014
0424_09.csv,0424_09_mesh_8.ply,45.788,150.648,14.063,6.3,4.061,0.014
0424_10.csv,0424_10_mesh_22.ply,48.493,199.806,22.035,7.743,3.512,0.014
0424_10.csv,0424_10_mesh_30.ply,55.778,113.708,15.756,6.521,3.525,0.014
0422_05.csv,0422_05_mesh_18.ply,9.134,59.117,8.291,8.695,2.543,0.015
0422_11.csv,0422_11_mesh_2.ply,63.134,170.281,28.054,7.0,3.352,0.015
0422_11.csv,0422_11_mesh_21.ply,58.403,97.345,8.814,4.423,4.757,0.015
0422_12.csv,0422_12_mesh_15.ply,24.944,69.477,13.053,2.908,2.988,0.015
0422_12.csv,0422_12_mesh_20.ply,3.656,118.753,34.279,6.085,2.866,0.015
0423_10.csv,0423_10_mesh_3.ply,58.499,131.938,8.802,7.843,3.244,0.015
0423_11.csv,0423_11_mesh_1.ply,53.062,131.246,20.555,5.333,3.111,0.015
0423_11.csv,0423_11_mesh_10.ply,47.51,96.701,13.445,4.244,4.562,0.015
0423_17.csv,0423_17_mesh_14.ply,59.953,146.374,22.108,4.364,3.102,0.015
0423_18.csv,0423_18_mesh_26.ply,67.695,152.073,27.977,5.756,4.306,0.015
0423_27.csv,0423_27_mesh_8.ply,43.45,136.902,30.965,6.244,3.318,0.015
0424_04.csv,0424_04_mesh_25.ply,54.881,110.257,14.825,4.385,3.645,0.015
0424_08.csv,0424_08_mesh_1.ply,52.644,108.911,14.921,3.094,2.921,0.015
0424_09.csv,0424_09_mesh_19.ply,64.333,166.424,23.332,4.065,2.813,0.015
0424_09.csv,0424_09_mesh_23.ply,66.982,143.756,16.51,3.878,2.6,0.015
0422_04.csv,0422_04_mesh_14.ply,44.843,96.524,10.556,4.3,3.24,0.016
0422_05.csv,0422_05_mesh_8.ply,58.814,119.328,12.592,5.459,3.288,0.016
0422_10.csv,0422_10_mesh_5.ply,56.511,139.198,20.01,3.769,3.217,0.016
0422_12.csv,0422_12_mesh_19.ply,96.029,62.169,15.465,5.65,3.061,0.016
0423_07.csv,0423_07_mesh_15.ply,58.655,167.263,24.934,10.043,3.044,0.016
0423_08.csv,0423_08_mesh_1.ply,60.863,177.958,20.878,9.309,3.455,0.016
0423_10.csv,0423_10_mesh_12.ply,48.422,107.383,14.474,7.074,5.913,0.016
0423_14.csv,0423_14_mesh_14.ply,57.871,135.324,19.837,4.146,2.777,0.016
0423_18.csv,0423_18_mesh_13.ply,89.315,253.79,36.873,18.172,3.064,0.016
0423_26.csv,0423_26_mesh_14.ply,62.197,141.972,23.358,6.455,3.578,0.016
0423_27.csv,0423_27_mesh_10.ply,54.933,172.575,20.797,7.97,3.664,0.016
0424_04.csv,0424_04_mesh_16.ply,46.094,117.785,19.6,3.782,2.624,0.016
0424_09.csv,0424_09_mesh_28.ply,62.553,112.147,11.48,4.516,3.441,0.016
0424_09.csv,0424_09_mesh_3.ply,57.651,167.099,16.88,6.741,3.511,0.016
0424_09.csv,0424_09_mesh_30.ply,85.504,211.938,27.767,7.229,4.012,0.016
0424_09.csv,0424_09_mesh_31.ply,67.326,147.944,13.675,4.767,2.956,0.016
0424_10.csv,0424_10_mesh_32.ply,65.325,175.96,18.342,5.671,3.741,0.016
0422_05.csv,0422_05_mesh_10.ply,51.263,120.063,15.803,7.664,2.997,0.017
0423_08.csv,0423_08_mesh_26.ply,56.138,180.716,15.996,5.968,2.89,0.017
0422_03.csv,0422_03_mesh_12.ply,51.979,155.746,27.494,6.558,4.829,0.017
0423_08.csv,0423_08_mesh_23.ply,60.893,111.625,10.346,4.436,3.901,0.017
0423_11.csv,0423_11_mesh_20.ply,64.315,110.829,12.901,4.781,3.274,0.017
0423_17.csv,0423_17_mesh_28.ply,17.406,169.059,12.675,7.646,2.996,0.017
0423_17.csv,0423_17_mesh_29.ply,82.177,175.051,13.101,6.059,3.754,0.017
0423_17.csv,0423_17_mesh_30.ply,83.929,199.524,19.526,6.028,4.255,0.017
0423_18.csv,0423_18_mesh_7.ply,74.098,185.973,27.897,5.826,4.666,0.017
0423_26.csv,0423_26_mesh_19.ply,66.923,235.416,39.235,8.369,5.8,0.017
0424_04.csv,0424_04_mesh_8.ply,61.036,111.645,11.214,4.788,5.218,0.017
0424_09.csv,0424_09_mesh_10.ply,70.097,192.328,27.659,6.899,3.455,0.017
0424_09.csv,0424_09_mesh_12.ply,66.847,220.813,28.116,6.435,5.199,0.017
0424_09.csv,0424_09_mesh_15.ply,69.484,155.858,13.697,4.6,3.455,0.017
0424_10.csv,0424_10_mesh_20.ply,34.875,87.775,14.522,4.018,2.52,0.017
0422_05.csv,0422_05_mesh_30.ply,57.977,89.908,7.58,5.507,3.309,0.018
0422_11.csv,0422_11_mesh_1.ply,60.422,150.322,13.965,5.729,4.257,0.018
0422_12.csv,0422_12_mesh_7.ply,768.138,71.341,9.377,7.608,3.828,0.018
0423_08.csv,0423_08_mesh_15.ply,60.728,102.215,9.728,6.644,3.52,0.018
0423_13.csv,0423_13_mesh_20.ply,61.5,178.688,36.976,4.465,3.185,0.018
0423_21.csv,0423_21_mesh_20.ply,77.448,173.662,20.557,7.182,4.288,0.018
0423_22.csv,0423_22_mesh_10.ply,67.089,166.427,24.56,5.87,4.534,0.018
0423_26.csv,0423_26_mesh_3.ply,31.856,138.922,22.791,14.636,2.624,0.018
0424_03.csv,0424_03_mesh_18.ply,91.989,174.084,15.397,7.113,3.216,0.018
0424_03.csv,0424_03_mesh_23.ply,82.697,183.356,26.097,12.633,3.788,0.018
0424_03.csv,0424_03_mesh_4.ply,76.421,239.863,33.685,15.371,3.607,0.018
0424_08.csv,0424_08_mesh_20.ply,57.897,108.396,13.21,3.681,2.761,0.018
0424_09.csv,0424_09_mesh_9.ply,99.131,311.863,44.249,6.911,3.948,0.018
0424_10.csv,0424_10_mesh_26.ply,64.94,134.893,19.226,4.337,3.463,0.018
0422_11.csv,0422_11_mesh_18.ply,56.162,110.386,12.743,6.324,3.414,0.019
0423_08.csv,0423_08_mesh_21.ply,89.157,166.571,20.217,3.871,3.136,0.019
0423_10.csv,0423_10_mesh_8.ply,56.454,129.052,23.793,4.624,7.609,0.019
0423_11.csv,0423_11_mesh_13.ply,50.358,110.396,10.622,7.089,3.593,0.019
0423_14.csv,0423_14_mesh_21.ply,57.963,155.158,25.24,5.18,2.399,0.019
0423_14.csv,0423_14_mesh_29.ply,69.244,125.919,14.879,3.864,2.983,0.019
0423_14.csv,0423_14_mesh_30.ply,53.178,173.159,16.338,9.289,2.445,0.019
0423_14.csv,0423_14_mesh_9.ply,70.35,147.142,16.625,6.016,3.755,0.019
0423_17.csv,0423_17_mesh_10.ply,78.351,117.36,10.293,6.056,3.796,0.019
0423_17.csv,0423_17_mesh_21.ply,63.947,184.58,40.493,3.299,2.959,0.019
0423_17.csv,0423_17_mesh_6.ply,58.707,124.975,12.982,5.808,3.223,0.019
0423_21.csv,0423_21_mesh_2.ply,67.058,279.875,22.471,11.081,3.059,0.019
0423_27.csv,0423_27_mesh_9.ply,71.607,151.55,15.319,10.911,3.971,0.019
0424_03.csv,0424_03_mesh_6.ply,58.215,117.742,15.668,5.773,4.322,0.019
0424_09.csv,0424_09_mesh_29.ply,88.86,219.315,30.246,5.68,4.139,0.019
0422_10.csv,0422_10_mesh_2.ply,35.091,141.327,25.215,4.965,3.333,0.02
0422_11.csv,0422_11_mesh_14.ply,56.397,145.525,19.657,11.413,3.39,0.02
0422_11.csv,0422_11_mesh_5.ply,82.702,153.764,19.215,4.323,2.692,0.02
0422_12.csv,0422_12_mesh_18.ply,149.891,56.61,6.269,4.844,3.935,0.02
0423_06.csv,0423_06_mesh_18.ply,48.45,133.152,14.624,5.602,2.875,0.02
0423_07.csv,0423_07_mesh_12.ply,46.124,98.562,12.987,5.634,2.41,0.02
0423_11.csv,0423_11_mesh_24.ply,59.296,104.653,10.357,4.867,5.121,0.02
0423_13.csv,0423_13_mesh_7.ply,84.342,173.791,25.213,5.45,4.172,0.02
0423_14.csv,0423_14_mesh_1.ply,32.607,120.535,16.662,12.814,4.508,0.02
0423_14.csv,0423_14_mesh_6.ply,86.204,169.384,22.501,6.102,3.387,0.02
0423_17.csv,0423_17_mesh_4.ply,68.53,168.054,22.346,7.252,4.759,0.02
0423_21.csv,0423_21_mesh_7.ply,57.005,143.148,22.536,3.689,3.534,0.02
0423_25.csv,0423_25_mesh_7.ply,80.779,113.962,9.848,4.586,3.966,0.02
0423_26.csv,0423_26_mesh_26.ply,58.853,169.459,28.406,5.219,4.239,0.02
0424_02.csv,0424_02_mesh_10.ply,55.643,149.889,27.279,8.456,2.479,0.02
0424_03.csv,0424_03_mesh_22.ply,66.228,119.958,12.023,5.906,3.711,0.02
0424_03.csv,0424_03_mesh_9.ply,62.977,156.09,28.552,2.966,2.217,0.02
0422_04.csv,0422_04_mesh_6.ply,71.868,160.048,19.959,4.668,3.144,0.021
0422_10.csv,0422_10_mesh_14.ply,60.651,214.059,46.276,12.782,4.888,0.021
0423_07.csv,0423_07_mesh_7.ply,73.061,125.175,11.335,4.851,3.057,0.021
0423_13.csv,0423_13_mesh_8.ply,93.115,199.757,29.842,7.778,4.195,0.021
0423_14.csv,0423_14_mesh_11.ply,83.296,169.145,24.298,6.862,3.835,0.021
0423_14.csv,0423_14_mesh_2.ply,93.963,209.883,29.528,10.639,3.276,0.021
0423_17.csv,0423_17_mesh_25.ply,80.588,274.005,36.929,6.482,3.059,0.021
0423_18.csv,0423_18_mesh_21.ply,85.287,169.227,20.207,8.018,2.994,0.021
0423_26.csv,0423_26_mesh_13.ply,72.935,150.548,17.501,6.172,3.814,0.021
0424_02.csv,0424_02_mesh_12.ply,72.706,161.904,21.528,7.171,3.527,0.021
0424_02.csv,0424_02_mesh_20.ply,75.646,139.707,14.074,4.074,3.543,0.021
0424_03.csv,0424_03_mesh_3.ply,72.906,197.637,29.771,5.539,6.333,0.021
0424_06.csv,0424_06_mesh_8.ply,85.063,276.734,22.437,4.737,3.175,0.021
0424_09.csv,0424_09_mesh_16.ply,84.522,204.521,26.674,10.833,4.612,0.021
0424_09.csv,0424_09_mesh_4.ply,68.236,233.437,18.169,8.617,4.175,0.021
0422_11.csv,0422_11_mesh_9.ply,64.616,160.79,26.012,7.88,3.041,0.022
0422_12.csv,0422_12_mesh_9.ply,73.115,87.127,18.602,7.432,2.916,0.022
0423_12.csv,0423_12_mesh_16.ply,111.273,256.481,12.819,12.781,2.833,0.022
0423_13.csv,0423_13_mesh_19.ply,82.314,191.5,28.847,6.089,2.816,0.022
0423_14.csv,0423_14_mesh_19.ply,65.146,156.322,9.707,9.327,3.15,0.022
0423_17.csv,0423_17_mesh_13.ply,81.238,144.946,18.301,5.2,3.828,0.022
0423_17.csv,0423_17_mesh_15.ply,93.388,217.766,36.005,5.132,3.411,0.022
0423_26.csv,0423_26_mesh_2.ply,76.394,183.013,21.548,8.911,5.525,0.022
0424_10.csv,0424_10_mesh_27.ply,83.923,263.551,27.801,11.366,4.974,0.022
0422_04.csv,0422_04_mesh_10.ply,98.153,212.022,27.735,8.394,4.666,0.023
0422_04.csv,0422_04_mesh_11.ply,119.162,261.024,35.594,7.884,3.37,0.023
0422_04.csv,0422_04_mesh_12.ply,45.837,166.678,32.956,8.396,3.381,0.023
0422_04.csv,0422_04_mesh_13.ply,112.208,163.937,14.839,5.984,3.431,0.023
0422_10.csv,0422_10_mesh_6.ply,38.433,205.574,23.66,5.488,2.822,0.023
0422_11.csv,0422_11_mesh_17.ply,66.304,143.616,20.684,3.931,2.875,0.023
0422_11.csv,0422_11_mesh_22.ply,102.093,197.925,18.434,8.942,4.234,0.023
0422_11.csv,0422_11_mesh_4.ply,74.95,160.238,20.185,7.52,5.117,0.023
0423_01.csv,0423_01_mesh_1.ply,76.778,113.315,10.086,5.668,3.805,0.023
0423_07.csv,0423_07_mesh_11.ply,49.117,154.157,24.121,8.47,4.567,0.023
0423_08.csv,0423_08_mesh_3.ply,93.993,277.924,45.982,17.449,6.638,0.023
0423_10.csv,0423_10_mesh_10.ply,79.254,106.174,9.026,5.388,4.39,0.023
0423_26.csv,0423_26_mesh_15.ply,62.453,144.152,14.545,10.978,2.74,0.023
0423_26.csv,0423_26_mesh_17.ply,72.496,147.059,17.879,6.423,4.019,0.023
0424_03.csv,0424_03_mesh_12.ply,102.909,202.733,26.674,8.369,2.618,0.023
0422_10.csv,0422_10_mesh_11.ply,69.355,145.541,17.176,4.159,3.285,0.024
0422_10.csv,0422_10_mesh_12.ply,72.019,175.856,23.079,7.716,4.015,0.024
0422_10.csv,0422_10_mesh_3.ply,89.176,205.695,25.8,7.504,3.997,0.024
0423_06.csv,0423_06_mesh_12.ply,79.245,153.298,11.764,6.392,3.621,0.024
0423_08.csv,0423_08_mesh_20.ply,68.878,177.671,28.789,6.616,3.302,0.024
0423_18.csv,0423_18_mesh_28.ply,93.103,198.743,26.735,9.471,4.466,0.024
0424_02.csv,0424_02_mesh_4.ply,87.629,216.842,27.157,9.462,4.351,0.024
0424_03.csv,0424_03_mesh_7.ply,81.923,143.306,14.148,5.742,5.285,0.024
0422_09.csv,0422_09_mesh_7.ply,80.676,183.396,26.531,5.365,2.46,0.025
0422_10.csv,0422_10_mesh_9.ply,51.756,133.011,23.361,3.553,2.697,0.025
0422_11.csv,0422_11_mesh_6.ply,79.254,192.23,33.182,9.243,3.245,0.025
0423_06.csv,0423_06_mesh_13.ply,1311.399,801.963,17.593,13.459,14.527,0.025
0423_07.csv,0423_07_mesh_1.ply,116.606,295.574,49.491,7.712,4.236,0.025
0423_07.csv,0423_07_mesh_20.ply,92.925,175.2,17.85,6.14,2.884,0.025
0423_07.csv,0423_07_mesh_21.ply,79.722,154.447,15.53,4.796,3.808,0.025
0423_21.csv,0423_21_mesh_1.ply,91.728,189.681,25.629,6.254,4.845,0.025
0424_02.csv,0424_02_mesh_21.ply,71.337,197.664,33.232,6.507,7.6,0.025
0422_03.csv,0422_03_mesh_11.ply,73.341,208.968,25.974,4.778,3.91,0.026
0422_04.csv,0422_04_mesh_9.ply,141.42,301.138,43.546,7.757,3.956,0.026
0423_13.csv,0423_13_mesh_12.ply,110.746,261.043,44.903,10.358,3.71,0.026
0424_02.csv,0424_02_mesh_19.ply,82.908,176.114,22.451,7.991,6.04,0.026
0424_08.csv,0424_08_mesh_22.ply,76.919,143.079,9.768,6.81,4.086,0.026
0424_08.csv,0424_08_mesh_24.ply,93.493,179.575,22.456,4.089,3.052,0.026
0424_09.csv,0424_09_mesh_1.ply,135.813,310.168,24.801,5.606,3.835,0.026
0424_09.csv,0424_09_mesh_13.ply,112.841,288.247,32.279,6.485,3.922,0.026
0424_09.csv,0424_09_mesh_7.ply,102.569,296.6,32.816,4.3,3.371,0.026
0422_11.csv,0422_11_mesh_16.ply,81.853,213.279,37.612,4.927,4.294,0.027
0422_11.csv,0422_11_mesh_7.ply,101.27,319.031,48.384,19.322,3.989,0.027
0423_14.csv,0423_14_mesh_8.ply,46.654,196.258,15.627,9.275,3.204,0.027
0423_17.csv,0423_17_mesh_18.ply,82.804,230.217,28.478,10.146,9.416,0.027
0423_21.csv,0423_21_mesh_13.ply,92.529,148.262,9.677,7.504,4.973,0.027
0423_26.csv,0423_26_mesh_8.ply,56.463,178.062,26.218,9.72,3.361,0.027
0424_02.csv,0424_02_mesh_18.ply,109.789,225.894,27.29,4.749,3.242,0.027
0424_03.csv,0424_03_mesh_25.ply,68.999,211.902,33.548,5.062,2.583,0.027
0424_09.csv,0424_09_mesh_20.ply,106.157,272.291,39.402,6.93,5.338,0.027
0424_10.csv,0424_10_mesh_29.ply,90.95,221.235,17.698,10.545,4.245,0.027
0422_04.csv,0422_04_mesh_16.ply,110.91,208.84,23.277,7.719,3.584,0.028
0422_04.csv,0422_04_mesh_5.ply,104.371,245.834,36.116,4.868,3.223,0.028
0423_06.csv,0423_06_mesh_11.ply,78.509,119.482,10.895,4.178,3.71,0.028
0423_07.csv,0423_07_mesh_14.ply,85.689,138.508,8.754,6.722,4.188,0.028
0423_11.csv,0423_11_mesh_4.ply,77.795,145.698,17.701,8.985,4.217,0.028
0423_18.csv,0423_18_mesh_31.ply,117.84,149.262,10.962,5.862,5.153,0.028
0423_21.csv,0423_21_mesh_19.ply,127.759,274.523,35.252,5.106,3.058,0.028
0424_03.csv,0424_03_mesh_16.ply,101.228,156.519,13.301,6.398,5.535,0.028
0424_03.csv,0424_03_mesh_19.ply,107.322,213.222,20.332,6.91,4.454,0.028
0424_03.csv,0424_03_mesh_20.ply,98.151,142.308,11.758,4.405,3.622,0.028
0424_03.csv,0424_03_mesh_28.ply,84.85,211.528,21.303,10.445,8.349,0.028
0422_03.csv,0422_03_mesh_4.ply,88.334,186.08,24.119,6.318,3.397,0.029
0422_03.csv,0422_03_mesh_9.ply,71.173,133.983,9.851,8.736,6.803,0.029
0422_04.csv,0422_04_mesh_24.ply,100.657,241.692,36.674,8.281,3.86,0.029
0422_11.csv,0422_11_mesh_13.ply,77.304,154.622,22.397,2.962,3.347,0.029
0423_13.csv,0423_13_mesh_3.ply,85.118,170.717,20.412,8.907,5.086,0.029
0423_15.csv,0423_15_mesh_9.ply,113.447,165.591,12.749,5.704,3.765,0.029
0424_03.csv,0424_03_mesh_26.ply,96.689,224.365,26.04,6.105,4.588,0.029
0424_08.csv,0424_08_mesh_15.ply,113.198,365.626,43.754,12.283,3.265,0.029
