Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_21.csv,0423_21_mesh_3.ply,247.344,386.414,37.967,6.651,5.514,0.079
0424_07.csv,0424_07_mesh_1.ply,306.553,503.764,39.167,13.177,7.371,0.08
0422_01.csv,0422_01_mesh_3.ply,240.037,281.967,21.4,5.247,4.819,0.081
0423_09.csv,0423_09_mesh_12.ply,282.354,420.502,39.556,13.118,3.935,0.082
0424_06.csv,0424_06_mesh_13.ply,274.126,718.008,52.247,22.791,9.686,0.082
0423_05.csv,0423_05_mesh_3.ply,206.501,254.691,18.399,6.334,4.923,0.083
0423_25.csv,0423_25_mesh_14.ply,198.342,361.931,36.721,13.448,6.084,0.083
0422_02.csv,0422_02_mesh_5.ply,230.871,273.141,22.217,5.037,5.106,0.084
0423_24.csv,0423_24_mesh_1.ply,285.374,319.548,22.298,7.463,5.525,0.084
0422_09.csv,0422_09_mesh_1.ply,56.036,267.199,57.792,8.044,5.512,0.086
0423_12.csv,0423_12_mesh_4.ply,247.719,270.564,22.583,6.22,5.414,0.086
0423_25.csv,0423_25_mesh_4.ply,108.882,344.899,63.021,10.922,5.373,0.086
0422_08.csv,0422_08_mesh_4.ply,293.893,522.656,71.331,21.087,9.355,0.087
0422_02.csv,0422_02_mesh_8.ply,302.017,253.658,8.709,8.177,7.871,0.088
0423_05.csv,0423_05_mesh_8.ply,264.535,402.346,32.648,15.545,7.377,0.088
0422_02.csv,0422_02_mesh_17.ply,221.637,343.096,35.667,7.923,4.839,0.089
0423_25.csv,0423_25_mesh_12.ply,332.516,406.917,31.305,7.06,5.098,0.089
0422_08.csv,0422_08_mesh_14.ply,306.52,373.745,30.786,6.376,4.877,0.09
0423_10.csv,0423_10_mesh_5.ply,332.068,708.272,88.649,42.458,10.468,0.091
0423_25.csv,0423_25_mesh_5.ply,190.884,428.151,51.44,30.06,10.136,0.091
0422_01.csv,0422_01_mesh_1.ply,235.054,406.478,42.925,15.584,4.896,0.092
0422_02.csv,0422_02_mesh_16.ply,302.141,351.402,26.676,5.837,4.864,0.094
0422_07.csv,0422_07_mesh_8.ply,283.11,369.263,34.431,7.635,4.455,0.094
0423_09.csv,0423_09_mesh_11.ply,272.285,253.88,10.689,9.522,6.576,0.094
0423_12.csv,0423_12_mesh_2.ply,358.542,426.722,25.359,7.396,7.096,0.094
0423_15.csv,0423_15_mesh_3.ply,366.037,357.479,18.985,7.273,7.006,0.094
0423_16.csv,0423_16_mesh_7.ply,259.885,423.449,39.561,11.847,6.692,0.095
0424_02.csv,0424_02_mesh_11.ply,76.865,359.995,80.042,9.116,4.461,0.097
0423_18.csv,0423_18_mesh_14.ply,369.789,477.471,47.11,12.334,5.822,0.099
0423_10.csv,0423_10_mesh_11.ply,314.07,561.937,67.118,12.94,6.593,0.1
0422_07.csv,0422_07_mesh_15.ply,272.725,333.04,18.309,9.024,6.878,0.101
0424_02.csv,0424_02_mesh_14.ply,304.888,411.384,37.002,8.714,5.663,0.101
0423_05.csv,0423_05_mesh_5.ply,463.419,460.114,29.126,6.399,5.824,0.102
0423_26.csv,0423_26_mesh_1.ply,341.244,578.872,55.353,16.281,9.785,0.102
0424_05.csv,0424_05_mesh_8.ply,435.103,697.049,57.745,10.95,4.465,0.103
0423_05.csv,0423_05_mesh_7.ply,308.847,422.807,34.915,9.908,6.279,0.104
0423_24.csv,0423_24_mesh_12.ply,310.11,453.024,36.107,9.231,12.766,0.104
0424_07.csv,0424_07_mesh_4.ply,103.587,339.17,55.581,10.157,4.643,0.104
0423_10.csv,0423_10_mesh_7.ply,446.238,652.774,60.674,18.113,5.333,0.106
0423_05.csv,0423_05_mesh_16.ply,342.779,461.908,36.274,8.2,5.326,0.107
0423_15.csv,0423_15_mesh_6.ply,426.411,451.948,31.647,8.989,5.329,0.107
0423_16.csv,0423_16_mesh_6.ply,351.592,488.833,33.97,13.436,7.655,0.107
0423_04.csv,0423_04_mesh_6.ply,255.176,397.46,31.355,10.889,4.966,0.108
0423_13.csv,0423_13_mesh_1.ply,398.311,605.744,50.309,16.775,6.059,0.109
0423_09.csv,0423_09_mesh_6.ply,386.672,603.292,62.7,13.392,6.394,0.11
0423_16.csv,0423_16_mesh_14.ply,364.696,686.342,79.854,9.606,5.491,0.11
0424_01.csv,0424_01_mesh_5.ply,443.875,583.792,50.839,6.726,4.525,0.11
0423_13.csv,0423_13_mesh_10.ply,394.496,586.621,68.218,8.562,6.194,0.111
0423_16.csv,0423_16_mesh_1.ply,415.155,589.452,32.156,11.405,5.782,0.111
0424_06.csv,0424_06_mesh_6.ply,335.943,432.726,28.719,9.642,5.483,0.112
0424_06.csv,0424_06_mesh_9.ply,207.004,493.212,58.683,15.314,7.909,0.115
0423_20.csv,0423_20_mesh_3.ply,379.53,543.492,45.598,13.054,13.432,0.116
0424_07.csv,0424_07_mesh_13.ply,471.559,740.624,68.573,16.926,4.605,0.116
0422_09.csv,0422_09_mesh_12.ply,372.951,464.522,42.846,8.317,6.892,0.117
0423_25.csv,0423_25_mesh_3.ply,338.343,411.009,29.938,12.553,10.237,0.117
0424_07.csv,0424_07_mesh_3.ply,385.177,569.814,54.866,11.231,5.241,0.117
0422_08.csv,0422_08_mesh_1.ply,331.234,511.375,43.222,15.36,4.842,0.118
0423_10.csv,0423_10_mesh_17.ply,34.888,87.887,10.488,4.472,2.279,0.118
0423_20.csv,0423_20_mesh_11.ply,344.085,516.232,50.563,12.041,5.998,0.121
0421_01.csv,0421_01_mesh_1.ply,464.14,649.459,58.933,12.576,4.905,0.122
0423_05.csv,0423_05_mesh_11.ply,428.153,478.475,32.548,7.683,6.048,0.122
0422_03.csv,0422_03_mesh_13.ply,263.514,595.902,80.097,14.157,10.143,0.123
0422_03.csv,0422_03_mesh_15.ply,369.361,480.91,35.491,20.577,9.442,0.125
0423_16.csv,0423_16_mesh_13.ply,401.735,436.767,26.88,8.412,5.923,0.125
0423_12.csv,0423_12_mesh_11.ply,378.516,342.932,17.742,7.105,6.333,0.126
0422_08.csv,0422_08_mesh_15.ply,376.307,542.447,41.645,15.805,8.722,0.128
0423_12.csv,0423_12_mesh_3.ply,537.446,510.075,31.503,8.435,5.716,0.128
0422_08.csv,0422_08_mesh_9.ply,115.563,472.883,86.445,20.242,9.724,0.129
0424_01.csv,0424_01_mesh_4.ply,495.346,722.127,55.754,6.737,5.303,0.129
0423_16.csv,0423_16_mesh_5.ply,426.877,477.856,24.817,9.167,8.349,0.131
0423_24.csv,0423_24_mesh_9.ply,250.159,402.697,26.1,12.278,13.471,0.132
0422_02.csv,0422_02_mesh_6.ply,448.535,381.477,17.414,9.467,6.221,0.133
0422_08.csv,0422_08_mesh_5.ply,442.609,686.269,54.96,26.406,7.496,0.133
0424_06.csv,0424_06_mesh_1.ply,546.538,1130.73,109.124,34.726,8.242,0.134
0423_23.csv,0423_23_mesh_6.ply,432.536,694.162,53.195,18.246,13.694,0.136
0422_02.csv,0422_02_mesh_7.ply,385.265,530.305,52.806,5.931,4.346,0.137
0422_07.csv,0422_07_mesh_12.ply,225.028,347.803,27.905,5.792,5.833,0.137
0422_08.csv,0422_08_mesh_11.ply,477.739,709.62,56.316,15.365,9.961,0.137
0423_15.csv,0423_15_mesh_14.ply,440.14,475.606,20.29,8.851,7.432,0.138
0422_07.csv,0422_07_mesh_6.ply,388.136,317.722,15.928,9.976,7.158,0.139
0423_23.csv,0423_23_mesh_10.ply,582.991,530.561,30.496,7.235,7.395,0.139
0423_09.csv,0423_09_mesh_8.ply,424.939,523.353,31.964,17.385,8.807,0.14
0423_24.csv,0423_24_mesh_15.ply,464.323,646.111,46.165,21.871,6.691,0.14
0424_05.csv,0424_05_mesh_9.ply,478.541,434.733,23.723,6.912,7.007,0.14
0424_07.csv,0424_07_mesh_6.ply,513.575,709.284,58.675,12.029,5.852,0.14
0424_09.csv,0424_09_mesh_21.ply,464.076,441.866,24.185,10.57,5.952,0.14
0422_07.csv,0422_07_mesh_11.ply,449.995,413.84,19.068,7.749,7.319,0.141
0423_25.csv,0423_25_mesh_2.ply,414.965,695.326,62.49,11.391,7.701,0.142
0423_13.csv,0423_13_mesh_11.ply,543.78,830.438,72.15,26.898,12.435,0.145
0423_24.csv,0423_24_mesh_2.ply,425.845,460.365,21.411,19.777,6.792,0.147
0423_09.csv,0423_09_mesh_9.ply,502.767,675.095,42.09,25.391,8.687,0.148
0424_01.csv,0424_01_mesh_6.ply,511.943,695.303,55.203,8.398,6.127,0.148
0422_03.csv,0422_03_mesh_14.ply,365.657,460.953,29.425,8.815,15.483,0.149
0423_15.csv,0423_15_mesh_10.ply,432.494,428.767,32.234,8.052,5.074,0.149
0424_01.csv,0424_01_mesh_3.ply,571.241,578.69,33.596,7.353,6.861,0.15
0424_06.csv,0424_06_mesh_11.ply,273.448,653.641,74.99,23.043,7.456,0.15
0424_06.csv,0424_06_mesh_12.ply,562.038,826.0,52.574,15.808,5.517,0.15
0422_02.csv,0422_02_mesh_18.ply,403.228,524.286,46.524,7.58,6.055,0.153
0423_12.csv,0423_12_mesh_1.ply,537.411,599.783,38.294,11.915,6.13,0.157
0422_02.csv,0422_02_mesh_3.ply,513.285,666.434,57.209,12.891,7.163,0.158
0422_09.csv,0422_09_mesh_2.ply,591.459,1034.381,92.352,44.246,8.289,0.158
0423_24.csv,0423_24_mesh_6.ply,238.433,289.444,22.672,5.953,4.791,0.161
0422_03.csv,0422_03_mesh_6.ply,419.01,827.679,64.202,35.618,9.12,0.162
0422_08.csv,0422_08_mesh_3.ply,136.476,512.541,64.086,13.289,6.51,0.164
0424_02.csv,0424_02_mesh_3.ply,401.268,535.319,31.214,22.66,7.327,0.165
0422_02.csv,0422_02_mesh_13.ply,259.099,506.237,56.84,21.642,5.941,0.166
0423_15.csv,0423_15_mesh_16.ply,621.027,490.731,18.333,10.559,7.735,0.166
0424_01.csv,0424_01_mesh_2.ply,481.917,515.805,32.538,8.359,6.172,0.166
0423_23.csv,0423_23_mesh_11.ply,510.48,456.496,25.195,10.659,9.032,0.168
0422_10.csv,0422_10_mesh_15.ply,435.221,654.285,57.403,14.067,10.292,0.169
0421_01.csv,0421_01_mesh_5.ply,626.196,980.113,90.807,22.957,8.666,0.177
0423_20.csv,0423_20_mesh_14.ply,583.742,413.925,16.299,10.31,7.322,0.181
0424_02.csv,0424_02_mesh_7.ply,642.157,687.868,41.977,12.289,6.346,0.181
0424_06.csv,0424_06_mesh_7.ply,602.005,794.387,36.583,10.889,9.256,0.181
0423_20.csv,0423_20_mesh_2.ply,673.928,788.309,54.461,10.425,5.358,0.186
0424_01.csv,0424_01_mesh_7.ply,442.064,701.747,68.24,16.707,8.105,0.187
0423_23.csv,0423_23_mesh_7.ply,783.116,702.099,35.76,7.121,7.458,0.191
0423_05.csv,0423_05_mesh_2.ply,584.699,514.206,33.511,9.547,6.756,0.196
0423_24.csv,0423_24_mesh_11.ply,699.159,1005.188,91.24,27.866,8.281,0.197
0423_09.csv,0423_09_mesh_5.ply,745.852,1063.154,92.053,29.549,6.802,0.204
0423_04.csv,0423_04_mesh_9.ply,525.457,766.099,72.225,7.531,6.132,0.206
0423_23.csv,0423_23_mesh_13.ply,739.067,509.995,18.757,12.834,8.804,0.209
0423_03.csv,0423_03_mesh_2.ply,233.119,621.408,92.497,10.852,7.155,0.214
0423_05.csv,0423_05_mesh_9.ply,669.253,681.318,42.854,7.141,6.486,0.214
0423_23.csv,0423_23_mesh_17.ply,907.679,719.588,36.554,9.241,6.471,0.214
0423_10.csv,0423_10_mesh_14.ply,614.833,1023.65,75.925,40.058,16.979,0.217
0424_01.csv,0424_01_mesh_9.ply,815.201,704.402,33.888,10.119,7.256,0.217
0423_05.csv,0423_05_mesh_10.ply,839.052,874.92,51.946,8.529,5.857,0.221
0423_23.csv,0423_23_mesh_15.ply,907.506,598.353,21.085,10.673,9.856,0.221
0422_07.csv,0422_07_mesh_1.ply,508.347,645.858,54.36,9.728,8.722,0.222
0423_04.csv,0423_04_mesh_7.ply,444.533,644.055,38.82,19.156,18.83,0.223
0421_01.csv,0421_01_mesh_10.ply,766.697,1073.893,89.788,23.914,10.5,0.224
0423_12.csv,0423_12_mesh_15.ply,495.575,428.323,15.863,14.527,8.902,0.224
0422_07.csv,0422_07_mesh_7.ply,787.707,778.903,48.083,9.203,6.696,0.225
0424_05.csv,0424_05_mesh_10.ply,770.219,898.803,50.723,25.141,24.487,0.226
0423_16.csv,0423_16_mesh_12.ply,519.604,798.487,68.844,22.167,6.742,0.227
0422_09.csv,0422_09_mesh_3.ply,566.874,859.484,72.8,21.018,10.476,0.23
0423_16.csv,0423_16_mesh_4.ply,237.405,729.363,92.11,15.962,6.577,0.231
0422_07.csv,0422_07_mesh_5.ply,499.675,1038.166,88.613,35.436,14.188,0.236
0421_01.csv,0421_01_mesh_9.ply,673.69,485.67,20.897,12.66,8.545,0.237
0423_20.csv,0423_20_mesh_1.ply,763.331,615.519,38.111,7.191,7.948,0.237
0424_06.csv,0424_06_mesh_3.ply,758.296,889.193,34.182,22.307,8.734,0.239
0423_23.csv,0423_23_mesh_18.ply,872.811,783.893,40.336,8.193,8.482,0.243
0423_23.csv,0423_23_mesh_12.ply,795.845,573.789,21.161,16.075,9.012,0.249
0423_23.csv,0423_23_mesh_16.ply,753.58,657.694,39.43,8.05,6.944,0.249
0423_15.csv,0423_15_mesh_11.ply,879.587,855.949,49.532,13.469,7.822,0.253
0421_01.csv,0421_01_mesh_11.ply,631.775,582.416,26.787,8.967,6.125,0.258
0423_25.csv,0423_25_mesh_11.ply,630.935,892.806,60.189,29.046,12.909,0.258
0423_15.csv,0423_15_mesh_7.ply,1137.561,853.881,42.847,9.707,7.89,0.264
0424_07.csv,0424_07_mesh_9.ply,409.797,849.342,109.642,14.603,6.478,0.264
0423_21.csv,0423_21_mesh_14.ply,820.033,900.163,47.01,30.087,7.676,0.276
0423_12.csv,0423_12_mesh_10.ply,819.963,588.357,25.77,8.575,7.706,0.278
0422_02.csv,0422_02_mesh_2.ply,872.255,1016.994,58.828,22.97,20.582,0.279
0423_20.csv,0423_20_mesh_5.ply,1045.615,725.519,32.306,10.677,9.168,0.279
0423_20.csv,0423_20_mesh_7.ply,1019.679,796.612,33.286,12.79,8.374,0.28
0424_06.csv,0424_06_mesh_10.ply,932.706,1261.582,60.394,22.784,14.629,0.282
0422_01.csv,0422_01_mesh_7.ply,762.83,865.408,38.614,24.453,12.681,0.283
0421_01.csv,0421_01_mesh_4.ply,674.776,696.531,29.345,11.587,7.34,0.285
0423_24.csv,0423_24_mesh_14.ply,697.911,1119.246,94.633,26.383,14.54,0.285
0424_05.csv,0424_05_mesh_11.ply,1120.976,914.391,29.193,13.455,9.57,0.286
0423_23.csv,0423_23_mesh_4.ply,1217.287,908.048,39.892,9.986,7.093,0.29
0422_03.csv,0422_03_mesh_1.ply,799.189,1080.053,87.656,19.126,14.007,0.291
0423_23.csv,0423_23_mesh_1.ply,931.27,814.941,45.673,8.715,7.036,0.292
0423_23.csv,0423_23_mesh_5.ply,1079.492,804.034,33.698,11.066,8.425,0.292
0423_24.csv,0423_24_mesh_3.ply,855.651,1302.062,118.235,39.379,24.356,0.295
0422_03.csv,0422_03_mesh_7.ply,634.466,1066.621,70.562,24.942,12.643,0.304
0423_23.csv,0423_23_mesh_2.ply,1277.308,1045.701,56.486,10.353,7.16,0.312
0423_04.csv,0423_04_mesh_3.ply,726.649,1055.941,71.5,40.665,7.462,0.323
0423_25.csv,0423_25_mesh_1.ply,1066.09,1136.587,54.847,43.171,20.441,0.325
0423_06.csv,0423_06_mesh_3.ply,1050.498,1326.949,91.183,34.478,10.106,0.327
0423_04.csv,0423_04_mesh_2.ply,786.164,1115.807,63.751,26.698,21.779,0.335
0423_09.csv,0423_09_mesh_3.ply,1311.221,856.157,24.851,17.487,9.913,0.336
0423_15.csv,0423_15_mesh_2.ply,1297.245,1424.992,104.915,21.623,8.47,0.336
0423_20.csv,0423_20_mesh_8.ply,1176.467,955.448,52.378,10.315,7.227,0.341
0424_01.csv,0424_01_mesh_11.ply,1196.414,761.983,32.871,9.487,8.441,0.341
0423_12.csv,0423_12_mesh_5.ply,1126.726,854.134,40.179,8.502,8.53,0.343
0424_06.csv,0424_06_mesh_5.ply,1295.574,1182.578,51.088,29.731,10.092,0.357
0423_15.csv,0423_15_mesh_12.ply,1321.303,975.51,40.028,11.731,9.077,0.362
0424_07.csv,0424_07_mesh_12.ply,1116.072,1724.196,130.402,52.375,33.608,0.366
0423_09.csv,0423_09_mesh_7.ply,1477.866,1162.682,57.646,12.465,6.665,0.37
0424_05.csv,0424_05_mesh_3.ply,1323.936,1071.231,52.911,9.032,7.825,0.381
0422_07.csv,0422_07_mesh_16.ply,1498.897,1046.045,42.474,9.017,8.33,0.388
0423_05.csv,0423_05_mesh_1.ply,820.37,1560.125,89.894,55.441,48.086,0.39
0423_09.csv,0423_09_mesh_10.ply,1346.045,1223.874,74.823,19.317,6.031,0.4
0423_05.csv,0423_05_mesh_14.ply,1348.699,1018.583,44.489,12.672,12.947,0.408
0423_20.csv,0423_20_mesh_4.ply,1136.467,908.338,49.273,17.848,8.007,0.413
0422_07.csv,0422_07_mesh_14.ply,718.508,1070.298,69.664,29.735,27.452,0.419
0423_04.csv,0423_04_mesh_8.ply,1709.883,1475.697,64.341,23.102,9.318,0.444
0423_12.csv,0423_12_mesh_14.ply,1235.63,1077.014,55.687,27.906,15.529,0.456
0423_05.csv,0423_05_mesh_15.ply,794.312,1118.015,70.019,29.954,10.847,0.459
0423_16.csv,0423_16_mesh_8.ply,506.353,1203.58,140.165,16.596,9.705,0.469
0422_02.csv,0422_02_mesh_1.ply,351.755,1040.672,98.922,27.812,18.481,0.475
0421_01.csv,0421_01_mesh_6.ply,1340.737,1274.471,53.565,20.339,16.605,0.485
0422_01.csv,0422_01_mesh_4.ply,1120.131,1499.864,102.764,43.579,11.574,0.507
0423_12.csv,0423_12_mesh_6.ply,1777.501,1235.282,44.023,17.892,8.329,0.524
0422_01.csv,0422_01_mesh_8.ply,1729.497,1031.709,35.15,16.735,9.376,0.571
0424_01.csv,0424_01_mesh_10.ply,1996.426,1282.061,53.491,11.149,10.515,0.581
0423_12.csv,0423_12_mesh_13.ply,2084.083,1507.999,58.11,13.336,10.472,0.583
0422_01.csv,0422_01_mesh_2.ply,1366.151,1772.316,99.807,59.57,21.381,0.595
0423_03.csv,0423_03_mesh_3.ply,1625.56,1376.45,27.852,16.261,13.655,0.624
0423_06.csv,0423_06_mesh_4.ply,1069.299,1445.126,113.713,28.202,8.816,0.64
0423_23.csv,0423_23_mesh_8.ply,1726.338,1237.516,57.906,15.151,10.416,0.686
0423_23.csv,0423_23_mesh_14.ply,2323.705,1203.663,31.289,16.277,14.39,0.691
0424_01.csv,0424_01_mesh_12.ply,2454.869,1975.692,73.835,25.577,11.747,0.72
0424_05.csv,0424_05_mesh_1.ply,2496.914,1412.009,47.193,12.259,10.24,0.733
0424_05.csv,0424_05_mesh_4.ply,2031.73,1211.28,44.259,15.318,9.104,0.782
0423_12.csv,0423_12_mesh_12.ply,2388.387,1374.718,37.835,18.374,13.956,0.884
0423_20.csv,0423_20_mesh_12.ply,2550.421,1706.761,61.765,25.796,13.451,0.927
0422_02.csv,0422_02_mesh_14.ply,2270.341,1432.898,56.815,18.179,9.171,0.933
0423_20.csv,0423_20_mesh_13.ply,3298.594,1883.605,47.55,28.462,11.502,0.981
0423_15.csv,0423_15_mesh_4.ply,2156.912,1826.417,83.684,32.326,11.959,0.983
0423_04.csv,0423_04_mesh_5.ply,3223.329,1862.908,41.981,35.225,12.823,0.988
0424_01.csv,0424_01_mesh_13.ply,4123.931,2082.296,66.27,18.262,10.75,1.125
0424_01.csv,0424_01_mesh_8.ply,3270.831,1946.829,67.671,26.945,11.951,1.336
0423_15.csv,0423_15_mesh_1.ply,3374.311,1795.06,40.459,35.015,12.643,1.518
0424_05.csv,0424_05_mesh_2.ply,6545.396,3446.543,113.397,25.431,9.985,1.707
0423_02.csv,0423_02_mesh.ply,1688.342,7744.221,178.717,130.727,106.215,2.059
0422_01.csv,0422_01_mesh_6.ply,4648.12,2711.048,79.024,35.367,13.682,2.451
0423_12.csv,0423_12_mesh_9.ply,4283.406,3062.629,68.761,58.098,13.021,3.323
0424_05.csv,0424_05_mesh_6.ply,5990.054,2892.534,60.2,45.937,23.23,3.368
0422_07.csv,0422_07_mesh_2.ply,6337.592,3703.365,106.221,26.475,26.067,3.804
0423_09.csv,0423_09_mesh_1.ply,7274.005,4455.895,145.643,46.241,35.168,4.748
